745.972	116.874
746.972	116.89
747.972	116.994
748.972	117.01
749.972	117.037
750.972	117.103
751.972	117.175
752.972	117.184
753.972	117.227
754.972	117.301
755.972	117.365
756.972	117.386
757.972	117.411
758.972	117.463
759.972	117.533
760.972	117.588
761.972	117.648
762.972	117.709
763.972	117.764
764.972	117.826
765.972	117.855
766.972	117.907
767.972	117.948
768.972	118.014
769.972	118.05
770.972	118.145
771.972	118.171
772.972	118.293
773.972	118.33
774.972	118.329
775.972	118.427
776.972	118.492
777.972	118.587
778.972	118.601
779.972	118.672
780.972	118.751
781.972	118.792
782.972	118.887
783.972	118.84
784.972	118.936
785.972	119.019
786.972	119.071
787.972	119.139
788.972	119.251
789.972	119.248
790.972	119.286
791.972	119.409
792.972	119.491
793.972	119.476
794.972	119.581
795.972	119.595
796.972	119.673
797.972	119.679
798.972	119.769
799.972	119.852
800.972	119.876
801.972	119.986
802.972	120.039
803.972	120.032
804.972	120.081
805.972	120.149
806.972	120.196
807.972	120.214
808.972	120.289
809.972	120.313
810.972	120.331
811.972	120.392
812.972	120.386
813.972	120.431
814.972	120.454
815.972	120.511
816.972	120.549
817.972	120.537
818.972	120.551
819.972	120.587
820.972	120.596
821.972	120.607
822.972	120.605
823.972	120.632
824.972	120.654
825.972	120.606
826.972	120.657
827.972	120.632
828.972	120.598
829.972	120.574
830.972	120.621
831.972	120.565
832.972	120.584
833.972	120.554
834.972	120.481
835.972	120.492
836.972	120.444
837.972	120.437
838.972	120.391
839.972	120.311
840.972	120.292
841.972	120.264
842.972	120.158
843.972	120.125
844.972	120.122
845.972	119.977
846.972	119.939
847.972	119.92
848.972	119.828
849.972	119.771
850.972	119.67
851.972	119.587
852.972	119.458
853.972	119.391
854.972	119.319
855.972	119.21
856.972	119.101
857.972	118.978
858.972	118.886
859.972	118.75
860.972	118.658
861.972	118.609
862.972	118.567
863.972	118.377
864.972	118.332
865.972	118.176
866.972	118.047
867.972	117.966
868.972	117.849
869.972	117.719
870.972	117.562
871.972	117.534
872.972	117.353
873.972	117.289
874.972	117.118
875.972	116.977
876.972	116.889
877.972	116.76
878.972	116.679
